ID,Model,Brand,Capacity,Condition,Location,Price,Delivery Time,URL
153460948036,None,Liebherr,None,Used,The Junction^ New South Wales^ Australia,500.0,None,https://www.ebay.com.au/itm/Liebherr-Refridgerator-Built-in/153460948036?hash=item23bafc3c44:g:sMMAAOSwQ9xcvnXn
323779394744,None,Igloo,28L,Used,Hurstville^ NSW^ Australia,None,None,https://www.ebay.com.au/itm/igloo-cooler-28-litre-blue-color/323779394744?hash=item4b62c17cb8:g:DDAAAOSwv-Jcou2N
133031962870,None,Samsung,None,Used,Doreen^ VIC^ Australia,None,None,https://www.ebay.com.au/itm/Samsung-Bar-Fridge/133031962870?hash=item1ef952a8f6:g:KSkAAOSwW75cwEVw
153460948036,None,Liebherr,None,Used,The Junction^ New South Wales^ Australia,500.0,None,https://www.ebay.com.au/itm/Liebherr-Refridgerator-Built-in/153460948036?hash=item23bafc3c44%3Ag%3AsMMAAOSwQ9xcvnXn&boolp=1
223437557682,RF-1010-12V,Traxon,None,Used,Melbourne^ Australia,None,None,https://www.ebay.com.au/itm/Alpine-Tobacco-Advertising-Portable-Mini-Bar-Fridge/223437557682?hash=item3405ea8fb2%3Ag%3AedwAAOSwW%7Epbxdg9&boolp=1
233095257168,None,None,None,Brand New,Sydney^ Australia,10.56,Mon. 20 May.  and Mon. 3 Jun.,https://www.ebay.com.au/itm/DOG-BONE-TRC-9115-WJ06/233095257168?hash=item36458f5c50%3Ag%3AcqYAAOSwVbhcpsUs&boolp=1
254192491839,Mini Bar,None,None,Used,Cremorne^ VICTORIA^ Australia,200.0,None,https://www.ebay.com.au/itm/MINI-BAR-REFRIGERATOR-COMPACT-QUIET-RUNNING-HOME-OFFICE/254192491839?hash=item3b2f0d9d3f%3Ag%3A2JEAAOSw8adcbJlw&boolp=1
173383756042,None,Unbranded,None,Brand New,上海^ China,202.86,Tue. 21 May.  and Tue. 2 Jul.,https://www.ebay.com.au/itm/10L-Portable-Travel-Car-Camping-Fridge-Cooler-Warmer-Electric-Can-Holder-New/173383756042?hash=item285e7a290a%3Ag%3AL%7EYAAOSwYhdbH21k&boolp=1
153351269300,None,Unbranded,None,Brand New,Sydney^ Australia,55.88,None,https://www.ebay.com.au/itm/1PC-Portable-USB-Desktop-Mini-Refrigerator-Beverage-Cooler-Freezer-Fridge/153351269300?hash=item23b472abb4%3Ag%3AUroAAOSwLKhcScpJ&boolp=1
253108877009,ARF360/1,Ignis,None,Brand New,Bibra Lake^ WA^ Australia,U $59.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Ignis-ARF360-1-Fridge-Seal-665X1010-Door-Gasket-FREE-EXPRESS-POST/253108877009?hash=item3aee76f6d1:g:oh0AAOSw-05ZmoUb
282496506559,None,Vitrifrigo,None,Brand New,Carlino (UD)^ Italy,641.1,Thu. 23 May.  and Mon. 3 Jun.,https://www.ebay.com.au/itm/Vitrifrigo-ND-50-CFS-GR-Cooling-Unit-for-keel-cooler-condensation-12-24V-160057/282496506559?hash=item41c61a9abf:g:TmgAAOSwaC9aYN67
282496506558,None,Vitrifrigo,None,Brand New,Carlino (UD)^ Italy,595.1,Thu. 23 May.  and Mon. 3 Jun.,https://www.ebay.com.au/itm/Vitrifrigo-ND-35-CFS-GR-Cooling-Unit-for-keel-cooler-condensation-12-24V-160057/282496506558?hash=item41c61a9abe:g:KqEAAOSwZ3BaYN6-
163059953524,None,Westinghouse,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RJ522-K-L-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/163059953524?epid=1171823882&hash=item25f7216f74:g:~UgAAOSwOqBbRwkl
263520837122,None,Westinghouse,470 L,Brand New,Bibra Lake^Wa^ Australia,U $59.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-Seal-FJ208S-L-7-1320X470-Refrigerator-Door-Gasket-Seal/263520837122?epid=4015626257&hash=item3d5b10de02:g:RKoAAOSwjW5bXpUD
261976486868,410CH6,Westinghouse,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-Seal-410CH6-610x1010-Refrigerator-Door-Seal/261976486868?epid=25024399312&hash=item3cff03f3d4:g:mhAAAOSw5WlbVt~R
263514760124,None,Westinghouse,None,Brand New,Bibra Lake^ WA^ Australia,U $90.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RJ522G-R-6-Fridge-Freezer-Combo-Seals-Gasket-Door-Seal/263514760124?epid=13015458369&hash=item3d5ab423bc:g:cOkAAOSwq8VbS4gG
262827934711,None,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/KelvinatorN500-V-Fridge-FreezerComboDoorSeal-Sizes-In-Description-Below/262827934711?epid=529894482&hash=item3d31c403f7:g:~O4AAOSwk5FUtGaw
252304644880,None,Westinghouse,None,Brand New,Bibra Lake^Wa^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Freezer-Seal-BJ415BG-RN-6-640-X-660-Refrigerator-Gasket-Door-Seal/252304644880?epid=1072797614&hash=item3abe875b10:g:I4wAAOSwNLJbTtBt
252034137402,610NF2,Kelvinator,None,Brand New,Bibra Lake^Wa^ Australia,U $84.99,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-Fridge-Freezer-Combo-Door-Seal-610NF2/252034137402?epid=2295407588&hash=item3aae67bd3a:g:NZ8AAOSwgYBbYZQH
263706271409,HBR3HR-000,Williams,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Williams-HBR3HR-000-Fridge-Seal-780X490-Gasket-FREE-EXPRESS-POSTAGE/263706271409?hash=item3d661e5eb1:g:v04AAOSwNnRZlS40
182779998315,6ED2FHGXSQ00,Whirlpool,None,Brand New,Western Australia^ Australia,U $254.60,Thu. 2 May. and Mon. 13 May. ,https://www.ebay.com.au/itm/GENUINE-ICE-MAKER-WHIRLPOOL-REFRIGERATOR-6ED25DQXFW01-AU-FREE-SAME-DAY-SHIPPIN/182779998315?epid=22019859350&hash=item2a8e89706b:g:ak4AAOSwYL9Zw4BB
263593589522,RS 643 V*5,Westinghouse,None,Brand New,Bibra Lake^Wa^ Australia,U $120.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RS643-V-5-Fridge-Freezer-Combo-Seal-Refrigerator-Door-Gasket/263593589522?epid=538785014&hash=item3d5f66fb12:g:Ft8AAOSwirFbA9cx
263735643820,None,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C500XA-R-6-Fridge-Freezer-ComboDoorSeal-Sizes-In-Description-Below/263735643820?epid=571125386&hash=item3d67de8eac:g:~O4AAOSwk5FUtGaw
253100259672,MS37P,Ignis,None,Brand New,Bibra Lake^ WA^ Australia,U $85.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Ignis-MS37P-Combo-Fridge-Freezer-Seal-Door-Gasket-Seal-FREE-EXPRESS-POST/253100259672?epid=22024718389&hash=item3aedf37958:g:MvYAAOSwScBbT19R
263428626823,H102,Pacific,None,Brand New,Bibra Lake^Wa^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Pacific-H102-Fridge-Freezer-Seal-Combo-Refrigerator-Gasket-Seal/263428626823?hash=item3d5591d987:g:uQwAAOSwc3ZUq0RG
252671296629,C220H-R,Kelvinator,None,Brand New,Bibra Lake^Wa^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C220H-R-Fridge-Seal-480x950-Refrigerator/252671296629?epid=7024248807&hash=item3ad4620475:g:xpAAAOSw1vlUrJ8Y
163056048709,None,Westinghouse,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RE311-MR-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/163056048709?epid=24019615597&hash=item25f6e5da45:g:drwAAOSwNDdbVK9s
263058897796,RL325,Phillips,None,Brand New,Bibra Lake^Wa^ Australia,U $59.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Phillips-RL325-Fridge-Seal-665x1325-Refrigerator-Door-Gasket-Seal/263058897796?epid=10004129564&hash=item3d3f883b84:g:Qj4AAOSw0t9U1~4w
253667874752,None,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C500XA-L-6-Fridge-Freezer-ComboDoorSeal-Sizes-In-Description-Below/253667874752?epid=571125133&hash=item3b0fc897c0:g:~O4AAOSwk5FUtGaw
252716368845,RJ445F,Westinghouse,None,Brand New,Bibra Lake^ WA^ Australia,U $90.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-Freezer-Combo-Seals-RJ445F-Gasket-Door-Seal/252716368845?epid=22024723452&hash=item3ad711c3cd:g:UP0AAOSwaK1bSsHr
263022052933,81-368C,Phillips,None,Brand New,Bibra Lake^Wa^ Australia,U $59.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Phillips-Fridge-Seal-81-368C-1015X665-Refrigerator-Door-Gasket-Seal/263022052933?epid=0&hash=item3d3d560645:g:Qj4AAOSw0t9U1~4w
263777714647,N520,Fisher & Paykel,None,Brand New,Bibra Lake^ WA^ Australia,U $90.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Fisher-Paykel-N520-Fridge-and-Freezer-Combo-Door-Seals-Push-In/263777714647?epid=25024354141&hash=item3d6a6081d7:g:S54AAOSw0iFbKUq2
264197906405,WSE6100SA WSE6100SA*03 WSE6100SA*06,Westinghouse,None,Brand New,Mount Druitt^ NSW^ Australia,79.9,Thu. 9 May. and Tue. 21 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-CENTRE-Door-Bin-Shelf-WSE6100SA-WSE6100SA-03-WSE6100SA-06/264197906405?hash=item3d836c1fe5:g:SzMAAOSwLXBcZpBl
253680235360,N501 C-R*3,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-N501-C-R-3-Fridge-Freezer-Combo-Door-Seal-SizesInDescription-Below/253680235360?epid=13025118679&hash=item3b10853360:g:aBUAAOSwl0VbGI0A
253414090010,WTB3100WAXAU,Westinghouse,None,Brand New,Bibra Lake^ WA^ Australia,U $120.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-WTB3100WAXAU-Fridge-Freezer-Combo-Seals-Push-in-seal/253414090010?epid=6004610782&hash=item3b00a8251a:g:ZTsAAOSwQgpW~dLC
252986345441,C380BD,Fisher & Paykel,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Fisher-PaykelFridgeSeal-C380BD-900X620-RefrigeratorDoorGasketSeal-Screw-In/252986345441?epid=24024294720&hash=item3ae72947e1:g:k2YAAOSwzrxUr2Cq
252986344271,C365M,Fisher & Paykel,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Fisher-PaykelFridgeSeal-C365M-890X605-RefrigeratorDoorGasketSeal-Screw-In/252986344271?epid=1884232906&hash=item3ae729434f:g:k2YAAOSwzrxUr2Cq
323504731923,None,Unbranded,None,New: Never Used,Loganholme^ Queensland^ Australia,105.0,Fri. 3 May. and Tue. 14 May. ,https://www.ebay.com.au/itm/5311439-DEFROST-ELEMENT-ELECTROLUX-RF112/323504731923?hash=item4b52627713:g:VNkAAOSwHZhbOaZV
252987017657,None,Fisher & Paykel,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Fisher-PaykelFridge-SealN375TTLWHWHV8121070X615-RefrigeratorDoorGasket-Screw-In/252987017657?epid=10002906416&hash=item3ae73389b9:g:k2YAAOSwzrxUr2Cq
262868235068,C360 NE,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-Fridge-Freezer-Combo-C360-NE-Door-Seal/262868235068?hash=item3d342af33c:g:X0sAAOSw51xbV1Sz
252083408379,WSE6970PA,Westinghouse,None,Brand New,Bibra Lake^Wa^ Australia,U $120.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-WSE6970PA-Fridge-Freezer-Combo-Seal-Refrigerator-Door-Gasket/252083408379?epid=27024982306&hash=item3ab1578dfb:g:3nUAAOSw9N5a~PBf
253674689390,None,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-N520F-R-Fridge-Freezer-ComboDoor-Seal-Sizes-In-Description-Below/253674689390?epid=1145485511&hash=item3b1030936e:g:aBUAAOSwl0VbGI0A
163061723472,RS511 B,Westinghouse,None,Brand New,Bibra Lake^ Australia,120.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RS511-B-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/163061723472?hash=item25f73c7150:g:7U0AAOSwA4BbBIjB
162682440465,None,Kelvinator,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C500XA-L-6-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/162682440465?epid=571125133&hash=item25e0a10b11:g:YpcAAOSwmtNbUc~R
162682569823,480NF2,Kelvinator,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-480-NF2-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/162682569823?epid=14024190016&hash=item25e0a3045f:g:YeUAAOSwvAhbUk~X
262504355364,RS632,Westinghouse,None,Brand New,Bibra Lake^ WA^ Australia,U $120.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RS632-Fridge-Freezer-Combo-Seals-Gasket-Door-Seal/262504355364?epid=7025869497&hash=item3d1e7a9624:g:0QsAAOSwgTJbA9Rw
262350119735,310CH8,Kelvinator,None,Brand New,Bibra Lake^Wa^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-Fridge-Freezer-Combo-Seal-310CH8-Refrigerator-Door-Gasket-Seal/262350119735?epid=1163007082&hash=item3d15492337:g:J38AAOSwPRxbSw5p
263760289408,N480 NH,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-N480-NH-Fridge-FreezerCombo-Door-Seal-Sizes-In-Description-Below/263760289408?epid=14024878542&hash=item3d69569e80:g:aBUAAOSwl0VbGI0A
262908485608,None,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-Fridge-Seal-NE-480-S-1065X770-Refrigerator-Door-Seal/262908485608?epid=703749559&hash=item3d36911fe8:g:baQAAOSwm8VUrKU~
253547421755,RS 643 T,Westinghouse,None,Brand New,Bibra Lake^Wa^ Australia,U $59.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-Seal-RS-643-T-1610X540-Refrigerator-Door-Gasket-Seal/253547421755?epid=12006368350&hash=item3b089aa03b:g:z74AAOSwuHFbA3-S
261976488000,577,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-Fridge-Seal-577-650x1025-Refrigerator-Door-Seal/261976488000?epid=10024194917&hash=item3cff03f840:g:baQAAOSwm8VUrKU~
253692535120,C410 BM,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C410-BM-Fridge-Freezer-Combo-Door-Seal-SizesInDescription-Below/253692535120?epid=11024716988&hash=item3b1140e150:g:aBUAAOSwl0VbGI0A
263760379070,C400 A,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C400-A-Fridge-FreezerComboDoor-Seal-Sizes-In-Description-Below/263760379070?epid=15025431427&hash=item3d6957fcbe:g:aBUAAOSwl0VbGI0A
252745184999,None,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-Fridge-Seal-N500-V-R-1065X770-Refrigerator-Door-Seal/252745184999?epid=529895535&hash=item3ad8c976e7:g:baQAAOSwm8VUrKU~
163058737964,None,Westinghouse,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RE-390-M-R-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/163058737964?epid=1864969332&hash=item25f70ee32c:g:JisAAOSwfbRbVLQB
162604026029,RE 391Q-F,Westinghouse,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RE391Q-F-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/162604026029?epid=9024179642&hash=item25dbf488ad:g:8q8AAOSwLMJbUnuI
282461741388,None,Vitrifrigo,None,Brand New,Carlino (UD)^ Italy,2626.21,Thu. 23 May.  and Mon. 3 Jun.,https://www.ebay.com.au/itm/Vitrifrigo-Stainless-steel-Drawer-Freezer-Freezer-182lt-12-24V-DW210-BTX-1600/282461741388?hash=item41c408214c:g:ppUAAOSwD39aYOBE
262817997587,RE 221 E,Westinghouse,None,Brand New,Bibra Lake^ WA^ Australia,U $90.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-RE-221-E-Fridge-Freezer-Combo-Seals-Gasket-Door-Seal/262817997587?epid=17024876455&hash=item3d312c6313:g:fDwAAOSwL~BbS3EF
262845910123,C310 TH,Kelvinator,None,Brand New,Bibra Lake^ WA^ Australia,U $76.50,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C310-TH-Fridge-FreezerComboDoorSeal-Sizes-In-Description-Below/262845910123?epid=25024389423&hash=item3d32d64c6b:g:~O4AAOSwk5FUtGaw
282637686829,SRS691GDIS,Samsung,None,Brand New,Sydney New South Wales^ AU^ Australia,29.0,Fri. 3 May. and Tue. 14 May. ,https://www.ebay.com.au/itm/DA29-00003F-COMPATIBLE-FILTER-DA29-00003GWF/282637686829?hash=item41ce84d82d:g:SroAAOSwopRYg~9A
162682440791,None,Kelvinator,None,Brand New,Bibra Lake^ Australia,90.0,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Kelvinator-C500XA-R-6-Combo-Fridge-Freezer-Seal-Seal-Free-Express-Post/162682440791?epid=571125386&hash=item25e0a10c57:g:UoIAAOSw-8BbUdAI
262048206951,WSE7000SA,Westinghouse,None,Brand New,Bibra Lake^Wa^ Australia,U $59.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-Seal-WSE7000SA-1622X560-Refrigerator-Door-Gasket-Seal/262048206951?epid=10024344701&hash=item3d034a5067:g:UK8AAOSwOHpbcSdz
262038408952,WSE6970SA,Westinghouse,None,Brand New,Bibra Lake^Wa^ Australia,U $120.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-WSE6970SA-Fridge-Freezer-Combo-Seal-Refrigerator-Door-Gasket/262038408952?epid=6024934515&hash=item3d02b4cef8:g:E8MAAOSwrCZa~PCx
262324764939,BJ505M-L,Westinghouse,765 L,Brand New,Bibra Lake^ WA^ Australia,U $60.00,Tue. 7 May. and Mon. 20 May. ,https://www.ebay.com.au/itm/Westinghouse-Fridge-Seal-BJ505M-L-765-x-930-Refrigerator-Door-Seal/262324764939?epid=1468086023&hash=item3d13c6410b:g:BtIAAOSwTrVbXode
