ID,Title,Category,Location,Country,Model,Brand,Capacity,Condition,DeliveryTime,DispatchTimeMax,Price,Currency,URL
123233712797,NEW Haier HRF454TW 457L Top Mount Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,HRF454TW,Haier,457,Brand New,6,1,719.0,AUD,http://www.ebay.com.au/itm/NEW-Haier-HRF454TW-457L-Top-Mount-Refrigerator-/123233712797
283223574736,NEW Samsung SR342WTC 343L Top Mount Fridge with Twin Cooling Plus,Refrigerators,Sydney^NSW^Australia,AU,SR342WTC,Samsung,340 L,Brand New,3,3,719.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SR342WTC-343L-Top-Mount-Fridge-Twin-Cooling-Plus-/283223574736
282645636290,Vitrifrigo C60i Office 60lt Compressor minibar 220/240Vac 50/60Hz #16005156,Refrigerators,Italy,IT,None,Vitrifrigo,60,Brand New,6,15,715.85,AUD,http://www.ebay.com.au/itm/Vitrifrigo-C60i-Office-60lt-Compressor-minibar-220-240Vac-50-60Hz-16005156-/282645636290
132979293491,AEG Sfb58821as - Refrigerator - White,Mini Fridges,Germany,DE,Does Not Apply,AEG,4 L,Brand New,10,10,715.49,AUD,http://www.ebay.com.au/itm/AEG-Sfb58821as-Refrigerator-White-/132979293491
362536263500,AEG SKB58821AS - Refrigerator - White,Mini Fridges,Germany,DE,Does Not Apply,AEG,4 L,Brand New,10,10,715.49,AUD,http://www.ebay.com.au/itm/AEG-SKB58821AS-Refrigerator-White-/362536263500
173592676118,Glacio 142L Portable Bar Fridge & Freezer Caravan Camping,Refrigerators,Nunawading^VIC^Australia,AU,None,Glacio,142 L,Brand New,None,None,715.0,AUD,http://www.ebay.com.au/itm/Glacio-142L-Portable-Bar-Fridge-Freezer-Caravan-Camping-/173592676118
262930903087,Frost Bottom Mount Fridge 368L Stainless Dual Cooling 2019 Model,Refrigerators,Auburn^NSW^Australia,AU,AUBMF368SS,Frost,368 L,New: Never Used,None,None,714.99,AUD,http://www.ebay.com.au/itm/Frost-Bottom-Mount-Fridge-368L-Stainless-Dual-Cooling-2019-Model-/262930903087
362622440584,Zanussi Zba19020sa - Refrigerator -,Refrigerators,Germany,DE,Does Not Apply,Zanussi,None,Brand New,10,10,714.33,AUD,http://www.ebay.com.au/itm/Zanussi-Zba19020sa-Refrigerator-/362622440584
132999987685,Zanker Kba16012sk - Refrigerator - White,Mini Fridges,Germany,DE,Does Not Apply,Zanker,4 L,Brand New,10,10,712.84,AUD,http://www.ebay.com.au/itm/Zanker-Kba16012sk-Refrigerator-White-/132999987685
401704136106,99% NEW fridge LG Large French 2-Door,Refrigerators,Five Dock^NSW^Australia,AU,GS-B679PL,LG,None,Used,None,None,712.0,AUD,http://www.ebay.com.au/itm/99-NEW-fridge-LG-Large-French-2-Door-/401704136106
132990601149,Siemens Ki20lv52 - Built-In Fridge - Flat Hinge Technology,Mini Fridges,Germany,DE,KI20LV52,Siemens,4 L,Brand New,10,10,711.35,AUD,http://www.ebay.com.au/itm/Siemens-Ki20lv52-Built-In-Fridge-Flat-Hinge-Technology-/132990601149
171980558802,Big Family 400L No Frost Fridge in White^Brand New^12 Months Warranty,Refrigerators,Reservoir^VIC^Australia,AU,None,Frost,400 Litre,Brand New,3,1,709.98,AUD,http://www.ebay.com.au/itm/Big-Family-400L-No-Frost-Fridge-White-Brand-New-12-Months-Warranty-/171980558802
282188539057,NEW Westinghouse WTB2800AG 280L Top Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,WTB2800AG,Westinghouse,280 Litre,Brand New,3,3,708.0,AUD,http://www.ebay.com.au/itm/NEW-Westinghouse-WTB2800AG-280L-Top-Mount-Fridge-/282188539057
302545781890,NEW LG GT-332SDC 332L Top Mount Fridge with Door Cooling+,Refrigerators,Sydney^NSW^Australia,AU,GT-332SDC,LG,332 L,Brand New,3,3,706.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GT-332SDC-332L-Top-Mount-Fridge-Door-Cooling-/302545781890
362587158029,Zanussi Zba15041sa - Refrigerator - White,Refrigerators,Germany,DE,Does Not Apply,Zanussi,None,Brand New,10,10,705.37,AUD,http://www.ebay.com.au/itm/Zanussi-Zba15041sa-Refrigerator-White-/362587158029
263258187020,Glacio 85L Portable Fridge & Freezer,Refrigerators,Melbourne^VIC^Australia,AU,None,None,85 L,Brand New,None,None,705.0,AUD,http://www.ebay.com.au/itm/Glacio-85L-Portable-Fridge-Freezer-/263258187020
333086281061,Samsung SRF639GDLS French Door Fridge Freezer Stanless Steel,Refrigerators,Coopers Plains^QLD^Australia,AU,None,Samsung,None,Used,None,None,702.0,AUD,http://www.ebay.com.au/itm/Samsung-SRF639GDLS-French-Door-Fridge-Freezer-Stanless-Steel-/333086281061
123715080440,HAIER Bottom Mount Fridge 450L,Refrigerators,Arncliffe^NSW^Australia,AU,HBM450WH1,Haier,450 L,Brand New,None,None,700.0,AUD,http://www.ebay.com.au/itm/HAIER-Bottom-Mount-Fridge-450L-/123715080440
333102803078,SAMSUNG 589Lt Pewter Side by Side Fridge/Freezer - SRS589ENP,Refrigerators,Thomastown^VIC^Australia,AU,SRS589ENP,Samsung,589Lt,Seller refurbished,None,None,700.0,AUD,http://www.ebay.com.au/itm/SAMSUNG-589Lt-Pewter-Side-Side-Fridge-Freezer-SRS589ENP-/333102803078
254108604305,Fridge^ purchased from Harvey Norman^ 1 year old^ great working condition,Refrigerators,Cairns^QLD^Australia,AU,None,LG,None,Used,None,None,700.0,AUD,http://www.ebay.com.au/itm/Fridge-purchased-Harvey-Norman-1-year-old-great-working-condition-/254108604305
123490890190,Samsung Top Freezer Refrigerator,Refrigerators,Bankstown^NSW^Australia,AU,SR400LSTC,Samsung,None,New: Never Used,None,None,700.0,AUD,http://www.ebay.com.au/itm/Samsung-Top-Freezer-Refrigerator-/123490890190
282241463268,Fridge freezer,Refrigerators,Footscray^VIC^Australia,AU,None,None,None,Brand New,None,None,700.0,AUD,http://www.ebay.com.au/itm/Fridge-freezer-/282241463268
273772689999,New YOKOHAMA 458L Fridge White Frost Free 1 Year Warranty,Refrigerators,Guildford^NSW^Australia,AU,YOKF458W,YOKOHAMA,458L,Brand New,None,None,700.0,AUD,http://www.ebay.com.au/itm/New-YOKOHAMA-458L-Fridge-White-Frost-Free-1-Year-Warranty-/273772689999
183706405314,Samsung SRL458ELS 459 Litre Bottom Freezer Refrigerator,Refrigerators,Oxley^QLD^Australia,AU,Srl458els,Samsung,None,Used,None,None,700.0,AUD,http://www.ebay.com.au/itm/Samsung-SRL458ELS-459-Litre-Bottom-Freezer-Refrigerator-/183706405314
143034745737,UNDER-BENCH BAR FRIDGE DISPLAY 2 DOOR BRAND NEW 12 MONTH WARRANTY WE OPEN 7 DAYS,Refrigerators,Dandenong North^VIC^Australia,AU,BD208A,Eurotag,208Litre,Brand New,None,None,699.0,AUD,http://www.ebay.com.au/itm/UNDER-BENCH-BAR-FRIDGE-DISPLAY-2-DOOR-BRAND-NEW-12-MONTH-WARRANTY-WE-OPEN-7-DAYS-/143034745737
