ID,Title,Category,Location,Country,Model,Brand,Capacity,Condition,DeliveryTime,DispatchTimeMax,Price,Currency,URL,State,Capacity_Type
183782708453,NEW Samsung  671L Family Hub Refrigerator - SRF671BFH2  *EASTER WKND SALE ONLY!!,Refrigerators,Wagga Wagga^NSW^Australia,AU,SRF671BFH2,SAMSUNG,671,Brand New,10,0,3759.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-671L-Family-Hub-Refrigerator-SRF671BFH2-EASTER-WKND-SALE-ONLY-/183782708453,NSW,>600
283177568537,NEW Samsung SRF714NCDBLS 714L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,SRF714NCDBLS,SAMSUNG,714,Brand New,3,3,3756.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF714NCDBLS-714L-French-Door-Fridge-/283177568537,NSW,>600
123233713156,NEW Samsung SRF717CDBLS 719L French Door Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,SRF717CDBLS,SAMSUNG,719,Brand New,6,1,3699.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF717CDBLS-719L-French-Door-Refrigerator-/123233713156,VIC,>600
113665148436,SAMSUNG 751L 4 Door Chef Collection French Door Fridge  Model: SRF751CCSS,Refrigerators,Greenacre^NSW^Australia,AU,None,SAMSUNG,751,New: Never Used,None,None,3699.0,AUD,http://www.ebay.com.au/itm/SAMSUNG-751L-4-Door-Chef-Collection-French-Door-Fridge-Model-SRF751CCSS-/113665148436,NSW,>600
323704056801,Samsung 719L French Door Fridge - SRF719DLS,Refrigerators,West Footscray^VIC^Australia,AU,None,SAMSUNG,719,Brand New,None,None,3637.45,AUD,http://www.ebay.com.au/itm/Samsung-719L-French-Door-Fridge-SRF719DLS-/323704056801,VIC,>600
303094210523,NEW Mitsubishi MR-L710EN-GSL-A 710L L4 Grande French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,MITSUBISHI,710,Brand New,6,3,3599.0,AUD,http://www.ebay.com.au/itm/NEW-Mitsubishi-MR-L710EN-GSL-A-710L-L4-Grande-French-Door-Fridge-/303094210523,NSW,>600
143180876237,LG - GF-V910MBSL - 910L FRENCH DOOR FRIDGE WITH INSTAVIEW DOOR-IN-DOOR,Refrigerators,Cabramatta^NSW^Australia,AU,GF-V910MBSL,LG,910,New: Never Used,None,None,3599.0,AUD,http://www.ebay.com.au/itm/LG-GF-V910MBSL-910L-FRENCH-DOOR-FRIDGE-INSTAVIEW-DOOR-IN-DOOR-/143180876237,NSW,>600
272344167628,NEW Liebherr SIKB3550RH 344L Integrated Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,LIEBHERR,344,Brand New,6,3,3592.0,AUD,http://www.ebay.com.au/itm/NEW-Liebherr-SIKB3550RH-344L-Integrated-Fridge-/272344167628,NSW,300-350
272936571571,NEW Samsung SRF644CDLS 647L French Flat Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,SRF644CDL,SAMSUNG,647,Brand New,6,3,3583.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF644CDLS-647L-French-Flat-Door-Fridge-/272936571571,NSW,>600
153458564413,Integrated FRIDGE Fisher and Paykel RS901A,Refrigerators,Ashmore^QLD^Australia,AU,None,FISHER & PAYKEL,None,Manufacturer refurbished,None,None,3500.0,AUD,http://www.ebay.com.au/itm/Integrated-FRIDGE-Fisher-and-Paykel-RS901A-/153458564413,QLD,Nan
123464567047,NEW Samsung SRF719DLS 719L French Door Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,SRF719DLS,SAMSUNG,719,Brand New,6,1,3499.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF719DLS-719L-French-Door-Refrigerator-/123464567047,VIC,>600
113674046037,LG 906L French Door Fridge- MODEL: GF-5D906SL,Refrigerators,Cabramatta^NSW^Australia,AU,GF-5D906SL,LG,906,New: Never Used,None,None,3499.0,AUD,http://www.ebay.com.au/itm/LG-906L-French-Door-Fridge-MODEL-GF-5D906SL-/113674046037,NSW,>600
142930942100,NEW LG GF-D725BML 725L French Door Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,GF-D725BML,LG,725,Brand New,6,1,3499.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-D725BML-725L-French-Door-Refrigerator-/142930942100,VIC,>600
123668087741,Samsung 671L Family Hub 2.0 4 Door French Door Fridge - MODEL: SRF671BFH2,Refrigerators,Rockdale^NSW^Australia,AU,SRF671BFH2,SAMSUNG,671,New: Never Used,None,None,3499.0,AUD,http://www.ebay.com.au/itm/Samsung-671L-Family-Hub-2-0-4-Door-French-Door-Fridge-MODEL-SRF671BFH2-/123668087741,NSW,>600
401706742969,LG 708L Insta-View French Door Black Stainless Refrigerator GF-V708BSL,Refrigerators,Liverpool^NSW^Australia,AU,GF-V708BSL,LG,708,Brand New,None,None,3498.0,AUD,http://www.ebay.com.au/itm/LG-708L-Insta-View-French-Door-Black-Stainless-Refrigerator-GF-V708BSL-/401706742969,NSW,>600
192823854962,Samsung 719L French Door Convertible Refrigerator SRF717CDBLS,Refrigerators,Liverpool^NSW^Australia,AU,SRF717CDBLS,SAMSUNG,719,Brand New,None,None,3497.0,AUD,http://www.ebay.com.au/itm/Samsung-719L-French-Door-Convertible-Refrigerator-SRF717CDBLS-/192823854962,NSW,>600
282901463583,NEW LG GF-D708BSL 708L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,LG,708,Brand New,6,3,3453.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-D708BSL-708L-French-Door-Fridge-/282901463583,NSW,>600
223412317829,Mitsubishi 500L French/Multi Drawer Fridge - MR-WX500C-S-A,Refrigerators,West Footscray^VIC^Australia,AU,MR-WX500C-S-A,MITSUBISHI,500,Brand New,None,None,3436.2,AUD,http://www.ebay.com.au/itm/Mitsubishi-500L-French-Multi-Drawer-Fridge-MR-WX500C-S-A-/223412317829,VIC,500-550
273665240930,NEW Liebherr SICN3356LH 283L Integrated Fridge,Refrigerators,Sydney^NSW^Australia,AU,SICN3356,LIEBHERR,283,Brand New,3,3,3432.0,AUD,http://www.ebay.com.au/itm/NEW-Liebherr-SICN3356LH-283L-Integrated-Fridge-/273665240930,NSW,250-300
323704029217,Fisher & Paykel 614L French Door Fridge - RF610ADUB5,Refrigerators,West Footscray^VIC^Australia,AU,RF610ADUB5,FISHER & PAYKEL,614,Brand New,None,None,3410.9,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-614L-French-Door-Fridge-RF610ADUB5-/323704029217,VIC,>600
223412318079,Mitsubishi 630L French Door Fridge - MR-LX630EM-GBK,Refrigerators,West Footscray^VIC^Australia,AU,MR-LX630EM-G,MITSUBISHI,630,Brand New,None,None,3405.15,AUD,http://www.ebay.com.au/itm/Mitsubishi-630L-French-Door-Fridge-MR-LX630EM-GBK-/223412318079,VIC,>600
233141278395,Mitsubishi 630L LX Grande French Door - MR-LX630EM-GSL,Refrigerators,West Footscray^VIC^Australia,AU,MR-LX630EM-GSL,MITSUBISHI,630,Brand New,None,None,3405.15,AUD,http://www.ebay.com.au/itm/Mitsubishi-630L-LX-Grande-French-Door-MR-LX630EM-GSL-/233141278395,VIC,>600
153166705830,New Samsung - SRF717CDBLS - 719L French Door Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,SRF717CDBLS,SAMSUNG,719,Brand New,6,2,3399.0,AUD,http://www.ebay.com.au/itm/New-Samsung-SRF717CDBLS-719L-French-Door-Refrigerator-/153166705830,NSW,>600
233141255698,Mitsubishi 500L French/Multi Drawer Fridge - MR-WX500C-W-A,Refrigerators,West Footscray^VIC^Australia,AU,MRWX500CWA,MITSUBISHI,500,Brand New,None,None,3371.8,AUD,http://www.ebay.com.au/itm/Mitsubishi-500L-French-Multi-Drawer-Fridge-MR-WX500C-W-A-/233141255698,VIC,500-550
264280787378,Skipio SGM-25 Upright Fridge - 510L,Refrigerators,Parramatta^NSW^Australia,AU,,NAN,510,Brand New,6,1,3353.0,AUD,http://www.ebay.com.au/itm/Skipio-SGM-25-Upright-Fridge-510L-/264280787378?var=0,NSW,500-550
264280787378,Skipio SGM-25 Upright Fridge - 510L,Refrigerators,Parramatta^NSW^Australia,AU,,NAN,510,Brand New,6,1,3353.0,AUD,http://www.ebay.com.au/itm/Skipio-SGM-25-Upright-Fridge-510L-/264280787378?var=563857228931,NSW,500-550
264280787378,Skipio SGM-25 Upright Fridge - 510L,Refrigerators,Parramatta^NSW^Australia,AU,,NAN,510,Brand New,6,1,3353.0,AUD,http://www.ebay.com.au/itm/Skipio-SGM-25-Upright-Fridge-510L-/264280787378?var=563857228932,NSW,500-550
233147986856,Mitsubishi 710L Glass Grande French Door Fridge - MR-L710EN-GSL-A,Refrigerators,West Footscray^VIC^Australia,AU,None,MITSUBISHI,710,Brand New,None,None,3300.5,AUD,http://www.ebay.com.au/itm/Mitsubishi-710L-Glass-Grande-French-Door-Fridge-MR-L710EN-GSL-A-/233147986856,VIC,>600
233147986953,Mitsubishi 710L Glass Grande French Door Fridge - MR-L710EN-GWH-A,Refrigerators,West Footscray^VIC^Australia,AU,None,MITSUBISHI,710,Brand New,None,None,3300.5,AUD,http://www.ebay.com.au/itm/Mitsubishi-710L-Glass-Grande-French-Door-Fridge-MR-L710EN-GWH-A-/233147986953,VIC,>600
233147987041,Mitsubishi 710L Glass Grande French Door Fridge - MR-L710EN-GBK-A,Refrigerators,West Footscray^VIC^Australia,AU,None,MITSUBISHI,710,Brand New,None,None,3300.5,AUD,http://www.ebay.com.au/itm/Mitsubishi-710L-Glass-Grande-French-Door-Fridge-MR-L710EN-GBK-A-/233147987041,VIC,>600
132858978240,SAMSUNG REFRIGERATOR Chef Collection SRF751CCSS). RF24J9960XC/SA FACTORY SECOND,Refrigerators,Gorokan^NSW^Australia,AU,None,SAMSUNG,None,New: Never Used,None,None,3299.0,AUD,http://www.ebay.com.au/itm/SAMSUNG-REFRIGERATOR-Chef-Collection-SRF751CCSS-RF24J9960XC-SA-FACTORY-SECOND-/132858978240,NSW,Nan
401706742995,LG 708L French Door Refrigerator GF-D708BSL,Refrigerators,Liverpool^NSW^Australia,AU,None,LG,708,Brand New,None,None,3269.0,AUD,http://www.ebay.com.au/itm/LG-708L-French-Door-Refrigerator-GF-D708BSL-/401706742995,NSW,>600
123233712724,NEW LG GF-L708PL 708L French Door Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,L708PL,LG,708,Brand New,6,1,3199.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-L708PL-708L-French-Door-Refrigerator-/123233712724,VIC,>600
192823854768,Samsung 719L French Door Chef Mode Refrigerator SRF719DLS,Refrigerators,Liverpool^NSW^Australia,AU,None,SAMSUNG,719,Brand New,None,None,3199.0,AUD,http://www.ebay.com.au/itm/Samsung-719L-French-Door-Chef-Mode-Refrigerator-SRF719DLS-/192823854768,NSW,>600
302684709589,NEW LG GF-L708PL 708L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,L708PL,LG,708,Brand New,3,3,3199.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-L708PL-708L-French-Door-Fridge-/302684709589,NSW,>600
152966245698,New LG - GF-L708PL - 708L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,L708PL,LG,708,Brand New,6,2,3199.0,AUD,http://www.ebay.com.au/itm/New-LG-GF-L708PL-708L-French-Door-Fridge-/152966245698,NSW,>600
303095463660,NEW Electrolux ERE5047SB 501L Upright Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,ELECTROLUX,501,Brand New,6,3,3198.0,AUD,http://www.ebay.com.au/itm/NEW-Electrolux-ERE5047SB-501L-Upright-Fridge-/303095463660,NSW,500-550
143157715469,samsung refrigerator  Family Hub,Refrigerators,Gorokan^NSW^Australia,AU,None,SAMSUNG,None,New: Never Used,None,None,3190.0,AUD,http://www.ebay.com.au/itm/samsung-refrigerator-Family-Hub-/143157715469,NSW,Nan
200990944059,Single Door 650L Stainless Steel Glass Door Commercial Upright Storage Fridge,Refrigerators,Auburn^NSW^Australia,AU,None,CHILLMATIC,650,Brand New,None,None,3179.0,AUD,http://www.ebay.com.au/itm/Single-Door-650L-Stainless-Steel-Glass-Door-Commercial-Upright-Storage-Fridge-/200990944059,NSW,>600
263884330386,Samsung 828L French Door Fridge Refrigerator Metal Twin Cooling Plus SRF828SCLS,Refrigerators,Auburn^NSW^Australia,AU,SRF828SCLS,SAMSUNG,828,Brand New,None,None,3149.91,AUD,http://www.ebay.com.au/itm/Samsung-828L-French-Door-Fridge-Refrigerator-Metal-Twin-Cooling-Plus-SRF828SCLS-/263884330386,NSW,>600
223411617777,Samsung 714L French Door Refrigerator - SRF714NCDBLS,Refrigerators,West Footscray^VIC^Australia,AU,SRF714NCDBLS,NONE,714,Brand New,None,None,3113.05,AUD,http://www.ebay.com.au/itm/Samsung-714L-French-Door-Refrigerator-SRF714NCDBLS-/223411617777,VIC,>600
192892730896,LG 906L French Door Fridge- MODEL: GF-5D906SL,Refrigerators,Bexley^NSW^Australia,AU,GF-5D906SL,LG,906,Used,None,None,3112.0,AUD,http://www.ebay.com.au/itm/LG-906L-French-Door-Fridge-MODEL-GF-5D906SL-/192892730896,NSW,>600
282902563640,NEW LG GF-D725BML 725L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,GF-D725BML,LG,725,Brand New,6,3,3099.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-D725BML-725L-French-Door-Fridge-/282902563640,NSW,>600
